metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
checks,1749397043,1.000000,status é 200,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,logradouro existe,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,cidade é string,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,UF válida,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,timestamp presente,,,,,,,,default,,,,,,,
data_sent,1749397043,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397043,411.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397043,1106.105500,,,,,,,,,default,,,,,,,
iterations,1749397043,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1749397043,1.000000,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_duration,1749397043,105.154400,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_blocked,1749397043,0.514900,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_connecting,1749397043,0.514900,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_tls_handshaking,1749397043,0.000000,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_sending,1749397043,0.000000,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_waiting,1749397043,103.874200,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_receiving,1749397043,1.280200,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_failed,1749397043,0.000000,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
data_sent,1749397043,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397043,387.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397043,1107.200800,,,,,,,,,default,,,,,,,
iterations,1749397043,1.000000,,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,status é 200,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,logradouro existe,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,cidade é string,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,UF válida,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,timestamp presente,,,,,,,,default,,,,,,,
http_reqs,1749397043,1.000000,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_duration,1749397043,106.480900,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_blocked,1749397043,0.495100,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_connecting,1749397043,0.495100,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_tls_handshaking,1749397043,0.000000,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_sending,1749397043,0.498700,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_waiting,1749397043,104.748000,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_receiving,1749397043,1.234200,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_failed,1749397043,0.000000,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
checks,1749397043,1.000000,status é 200,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,logradouro existe,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,cidade é string,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,UF válida,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,timestamp presente,,,,,,,,default,,,,,,,
data_sent,1749397043,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397043,367.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397043,1109.700400,,,,,,,,,default,,,,,,,
iterations,1749397043,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1749397043,1.000000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_duration,1749397043,106.552700,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_blocked,1749397043,0.601800,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_connecting,1749397043,0.601800,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_tls_handshaking,1749397043,0.000000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_sending,1749397043,0.000000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_waiting,1749397043,105.800200,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_receiving,1749397043,0.752500,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_failed,1749397043,0.000000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
checks,1749397043,1.000000,status é 200,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,logradouro existe,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,cidade é string,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,UF válida,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,timestamp presente,,,,,,,,default,,,,,,,
data_sent,1749397043,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397043,384.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397043,1107.249700,,,,,,,,,default,,,,,,,
iterations,1749397043,1.000000,,,,,,,,,default,,,,,,,
data_sent,1749397043,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397043,384.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397043,1106.686100,,,,,,,,,default,,,,,,,
iterations,1749397043,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1749397043,1.000000,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_duration,1749397043,105.507600,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_blocked,1749397043,0.530300,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_connecting,1749397043,0.530300,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_tls_handshaking,1749397043,0.000000,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_sending,1749397043,0.000000,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_waiting,1749397043,105.507600,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_receiving,1749397043,0.000000,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_failed,1749397043,0.000000,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
checks,1749397043,1.000000,status é 200,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,logradouro existe,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,cidade é string,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,UF válida,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,timestamp presente,,,,,,,,default,,,,,,,
http_reqs,1749397043,1.000000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_duration,1749397043,106.133900,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_blocked,1749397043,0.409600,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_connecting,1749397043,0.409600,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_tls_handshaking,1749397043,0.000000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_sending,1749397043,0.000000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_waiting,1749397043,105.358900,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_receiving,1749397043,0.775000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_failed,1749397043,0.000000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
checks,1749397043,1.000000,status é 200,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,logradouro existe,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,cidade é string,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,UF válida,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,timestamp presente,,,,,,,,default,,,,,,,
data_sent,1749397043,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397043,411.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397043,1107.066300,,,,,,,,,default,,,,,,,
iterations,1749397043,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1749397043,1.000000,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_duration,1749397043,106.163100,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_blocked,1749397043,0.999600,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_connecting,1749397043,0.000000,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_tls_handshaking,1749397043,0.000000,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_sending,1749397043,0.513400,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_waiting,1749397043,105.649700,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_receiving,1749397043,0.000000,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_failed,1749397043,0.000000,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
checks,1749397043,1.000000,status é 200,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,logradouro existe,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,cidade é string,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,UF válida,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,timestamp presente,,,,,,,,default,,,,,,,
data_sent,1749397043,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397043,387.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397043,1107.464600,,,,,,,,,default,,,,,,,
iterations,1749397043,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1749397043,1.000000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_duration,1749397043,105.118700,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_blocked,1749397043,0.492100,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_connecting,1749397043,0.492100,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_tls_handshaking,1749397043,0.000000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_sending,1749397043,0.000000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_waiting,1749397043,103.743000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_receiving,1749397043,1.375700,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_failed,1749397043,0.000000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
checks,1749397043,1.000000,status é 200,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,logradouro existe,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,cidade é string,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,UF válida,,,,,,,,default,,,,,,,
checks,1749397043,1.000000,timestamp presente,,,,,,,,default,,,,,,,
data_sent,1749397043,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397043,372.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397043,1107.084500,,,,,,,,,default,,,,,,,
iterations,1749397043,1.000000,,,,,,,,,default,,,,,,,
vus,1749397044,31.000000,,,,,,,,,,,,,,,,
vus_max,1749397044,50.000000,,,,,,,,,,,,,,,,
data_sent,1749397044,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397044,387.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397044,1105.689100,,,,,,,,,default,,,,,,,
iterations,1749397044,1.000000,,,,,,,,,default,,,,,,,
data_sent,1749397044,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397044,387.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397044,1105.662200,,,,,,,,,default,,,,,,,
iterations,1749397044,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1749397044,1.000000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_duration,1749397044,105.658700,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_blocked,1749397044,0.561700,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_connecting,1749397044,0.561700,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_tls_handshaking,1749397044,0.000000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_sending,1749397044,0.000000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_waiting,1749397044,105.169000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_receiving,1749397044,0.489700,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_failed,1749397044,0.000000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
checks,1749397044,1.000000,status é 200,,,,,,,,default,,,,,,,
checks,1749397044,1.000000,logradouro existe,,,,,,,,default,,,,,,,
checks,1749397044,1.000000,cidade é string,,,,,,,,default,,,,,,,
checks,1749397044,1.000000,UF válida,,,,,,,,default,,,,,,,
checks,1749397044,1.000000,timestamp presente,,,,,,,,default,,,,,,,
data_sent,1749397044,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397044,367.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397044,1106.840300,,,,,,,,,default,,,,,,,
iterations,1749397044,1.000000,,,,,,,,,default,,,,,,,
data_sent,1749397044,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397044,367.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397044,1107.009700,,,,,,,,,default,,,,,,,
iterations,1749397044,1.000000,,,,,,,,,default,,,,,,,
data_sent,1749397044,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397044,384.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397044,1109.207500,,,,,,,,,default,,,,,,,
iterations,1749397044,1.000000,,,,,,,,,default,,,,,,,
data_sent,1749397044,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397044,387.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397044,1109.091900,,,,,,,,,default,,,,,,,
iterations,1749397044,1.000000,,,,,,,,,default,,,,,,,
data_sent,1749397044,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397044,372.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397044,1111.984200,,,,,,,,,default,,,,,,,
iterations,1749397044,1.000000,,,,,,,,,default,,,,,,,
data_sent,1749397044,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397044,411.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397044,1112.758000,,,,,,,,,default,,,,,,,
iterations,1749397044,1.000000,,,,,,,,,default,,,,,,,
data_sent,1749397044,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397044,367.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397044,1108.104300,,,,,,,,,default,,,,,,,
iterations,1749397044,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1749397044,1.000000,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_duration,1749397044,105.693200,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_blocked,1749397044,0.344600,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_connecting,1749397044,0.344600,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_tls_handshaking,1749397044,0.000000,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_sending,1749397044,0.000000,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_waiting,1749397044,104.669600,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_receiving,1749397044,1.023600,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
http_req_failed,1749397044,0.000000,,,,true,,GET,http://localhost:8000/cep/30140071,HTTP/1.1,default,,200,,,http://localhost:8000/cep/30140071,,
checks,1749397044,1.000000,status é 200,,,,,,,,default,,,,,,,
checks,1749397044,1.000000,logradouro existe,,,,,,,,default,,,,,,,
checks,1749397044,1.000000,cidade é string,,,,,,,,default,,,,,,,
checks,1749397044,1.000000,UF válida,,,,,,,,default,,,,,,,
checks,1749397044,1.000000,timestamp presente,,,,,,,,default,,,,,,,
data_sent,1749397044,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397044,372.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397044,1107.865200,,,,,,,,,default,,,,,,,
iterations,1749397044,1.000000,,,,,,,,,default,,,,,,,
data_sent,1749397044,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397044,411.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397044,1119.388500,,,,,,,,,default,,,,,,,
iterations,1749397044,1.000000,,,,,,,,,default,,,,,,,
data_sent,1749397044,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397044,367.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397044,1105.142200,,,,,,,,,default,,,,,,,
iterations,1749397044,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1749397044,1.000000,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_duration,1749397044,104.574700,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_blocked,1749397044,0.820400,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_connecting,1749397044,0.820400,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_tls_handshaking,1749397044,0.000000,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_sending,1749397044,0.000000,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_waiting,1749397044,104.269000,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_receiving,1749397044,0.305700,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
http_req_failed,1749397044,0.000000,,,,true,,GET,http://localhost:8000/cep/70040900,HTTP/1.1,default,,200,,,http://localhost:8000/cep/70040900,,
checks,1749397044,1.000000,status é 200,,,,,,,,default,,,,,,,
checks,1749397044,1.000000,logradouro existe,,,,,,,,default,,,,,,,
checks,1749397044,1.000000,cidade é string,,,,,,,,default,,,,,,,
checks,1749397044,1.000000,UF válida,,,,,,,,default,,,,,,,
checks,1749397044,1.000000,timestamp presente,,,,,,,,default,,,,,,,
http_reqs,1749397044,1.000000,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_duration,1749397044,104.585800,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_blocked,1749397044,0.154400,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_connecting,1749397044,0.154400,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_tls_handshaking,1749397044,0.000000,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_sending,1749397044,0.000000,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_waiting,1749397044,103.379100,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_receiving,1749397044,1.206700,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
http_req_failed,1749397044,0.000000,,,,true,,GET,http://localhost:8000/cep/88010001,HTTP/1.1,default,,200,,,http://localhost:8000/cep/88010001,,
checks,1749397044,1.000000,status é 200,,,,,,,,default,,,,,,,
checks,1749397044,1.000000,logradouro existe,,,,,,,,default,,,,,,,
checks,1749397044,1.000000,cidade é string,,,,,,,,default,,,,,,,
checks,1749397044,1.000000,UF válida,,,,,,,,default,,,,,,,
checks,1749397044,1.000000,timestamp presente,,,,,,,,default,,,,,,,
http_reqs,1749397044,1.000000,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_duration,1749397044,103.304700,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_blocked,1749397044,0.639600,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_connecting,1749397044,0.639600,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_tls_handshaking,1749397044,0.000000,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_sending,1749397044,0.000000,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_waiting,1749397044,103.304700,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_receiving,1749397044,0.000000,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
http_req_failed,1749397044,0.000000,,,,true,,GET,http://localhost:8000/cep/01001000,HTTP/1.1,default,,200,,,http://localhost:8000/cep/01001000,,
checks,1749397044,1.000000,status é 200,,,,,,,,default,,,,,,,
checks,1749397044,1.000000,logradouro existe,,,,,,,,default,,,,,,,
checks,1749397044,1.000000,cidade é string,,,,,,,,default,,,,,,,
checks,1749397044,1.000000,UF válida,,,,,,,,default,,,,,,,
checks,1749397044,1.000000,timestamp presente,,,,,,,,default,,,,,,,
data_sent,1749397044,92.000000,,,,,,,,,default,,,,,,,
data_received,1749397044,367.000000,,,,,,,,,default,,,,,,,
iteration_duration,1749397044,1107.261900,,,,,,,,,default,,,,,,,
iterations,1749397044,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1749397044,1.000000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_duration,1749397044,106.535700,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_blocked,1749397044,0.924300,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_connecting,1749397044,0.924300,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_tls_handshaking,1749397044,0.000000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_sending,1749397044,0.000000,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
http_req_waiting,1749397044,106.535700,,,,true,,GET,http://localhost:8000/cep/20040002,HTTP/1.1,default,,200,,,http://localhost:8000/cep/20040002,,
